연번,평가구분,장기요양기관기호,장기요양기관명,급여종류,설립주체,관할시도명,관할시군구명,평가일자,평가등급,평가총점,기관운영,환경및안전,수급자권리보장,급여제공과정,급여제공결과,기관운영(2025),수급자존중(2025),서비스제공(2025),서비스결과(2025)
9695,2023년 정기평가,2-46770-00130,일오삼섬김의집,05.방문목욕,개인,전라남도,고흥군,2023-08-07,C,78.3,78.75,100,69.32,70.59,95,,,,
9696,2023년 정기평가,2-46770-00128,효자노인복지센터,05.방문목욕,개인,전라남도,고흥군,2023-08-07,B,84.8,65,90,93.18,88.24,87.86,,,,
9697,2023년 정기평가,3-46770-00086,남양복지센터,05.방문목욕,개인,전라남도,고흥군,2023-07-10,A,96.85,97.5,100,93.18,97.79,97.14,,,,
9698,2023년 정기평가,3-46770-00116,엘림노인복지센터,05.방문목욕,개인,전라남도,고흥군,2023-02-06,E,52,50,65,42.05,56.62,50,,,,
9699,2023년 정기평가,3-46770-00016,금산조아 복지센터,05.방문목욕,개인,전라남도,고흥군,2023-05-30,C,75.8,72.5,100,59.09,83.09,71.79,,,,
9700,2023년 정기평가,3-46770-00120,고흥노인복지센터,05.방문목욕,개인,전라남도,고흥군,2023-07-10,B,89.8,100,100,86.36,91.18,70,,,,
9701,2023년 정기평가,3-46770-00052,봉두재가노인복지센터,05.방문목욕,개인,전라남도,고흥군,2023-05-30,C,73.3,72.5,87.5,85.23,60.29,77.14,,,,
9702,2023년 정기평가,2-46770-00126,도양노인복지센터,05.방문목욕,개인,전라남도,고흥군,2023-09-21,C,79.55,73.75,100,88.64,67.65,87.86,,,,
9703,2023년 정기평가,2-46770-00138,가선사회적협동조합,05.방문목욕,법인,전라남도,고흥군,2023-08-14,B,86.35,87.5,85,79.55,86.03,97.14,,,,
9704,2023년 정기평가,3-46770-00090,동행주간보호센터,05.방문목욕,개인,전라남도,고흥군,2023-05-30,E,47.05,47.5,45,52.27,33.82,71.79,,,,
9705,2023년 정기평가,2-46770-00124,고흥나눔노인복지센터,05.방문목욕,개인,전라남도,고흥군,2023-08-22,C,85.35,100,100,78.41,77.94,82.86,,,,
9706,2023년 정기평가,3-46770-00088,고흥행복복지센터,05.방문목욕,개인,전라남도,고흥군,2023-06-19,C,71.55,77.5,97.5,85.23,59.56,52.14,,,,
9707,2023년 정기평가,2-46770-00128,효자노인복지센터,07.주야간보호,개인,전라남도,고흥군,2023-08-07,B,88.35,88.16,100,62.5,90.63,87.33,,,,
9708,2023년 정기평가,3-46770-00016,금산조아 복지센터,07.주야간보호,개인,전라남도,고흥군,2023-05-30,B,83.8,77.63,84.09,75,88.28,88.67,,,,
9709,2023년 정기평가,3-46770-00052,봉두재가노인복지센터,07.주야간보호,개인,전라남도,고흥군,2023-05-30,C,74.3,73.68,90.91,54.17,73.44,68.67,,,,
9710,2023년 정기평가,2-46770-00126,도양노인복지센터,07.주야간보호,개인,전라남도,고흥군,2023-09-21,C,77.05,76.32,87.5,75,68.75,82,,,,
9711,2023년 정기평가,3-46770-00090,동행주간보호센터,07.주야간보호,개인,전라남도,고흥군,2023-05-30,E,60.75,44.74,72.73,25,67.97,76.67,,,,
9712,2023년 정기평가,2-46770-00104,고흥효나누리재가복지센터,07.주야간보호,개인,전라남도,고흥군,2023-08-22,B,83.6,88.16,94.32,91.67,65.63,94,,,,
9713,2023년 정기평가,2-46770-00124,고흥나눔노인복지센터,07.주야간보호,개인,전라남도,고흥군,2023-08-22,C,84.1,85.53,97.73,91.67,67.97,90.67,,,,
9714,2023년 정기평가,3-46770-00114,형제의료기,09.복지용구,개인,전라남도,고흥군,2023-06-26,E,44.5,7.14,84,39.13,0,75,,,,
9715,2023년 정기평가,3-46770-00008,고흥연세의료기,09.복지용구,개인,전라남도,고흥군,2023-02-06,B,83.75,87.5,100,71.74,70,88.89,,,,
9716,2023년 정기평가,2-46780-00068,효재가노인복지센터,04.방문요양,개인,전라남도,보성군,2023-10-06,D,68.1,67.5,77.78,84.09,47.58,79.72,,,,
9717,2023년 정기평가,3-46780-00048,보금자리노인복지센터,04.방문요양,개인,전라남도,보성군,2023-02-06,C,77.05,75,88.89,77.27,72.58,80.83,,,,
9718,2023년 정기평가,3-46780-00056,힐링재가노인복지센터,04.방문요양,개인,전라남도,보성군,2023-05-22,E,48.3,35,44.44,46.59,50.81,62.78,,,,
9719,2023년 정기평가,2-46780-00072,소망복지센터,04.방문요양,개인,전라남도,보성군,2023-08-22,B,80.65,75,100,65.91,89.52,80,,,,
9720,2023년 정기평가,2-46780-00020,대건노인복지센터,04.방문요양,개인,전라남도,보성군,2023-02-06,B,88.8,81.25,100,95.45,84.68,90.56,,,,
9721,2023년 정기평가,2-46780-00008,엘림노인복지센터,04.방문요양,개인,전라남도,보성군,2023-05-22,A,95.35,100,100,95.45,92.74,92.22,,,,
9722,2023년 정기평가,3-46780-00038,보성은빛복지센터,04.방문요양,개인,전라남도,보성군,2023-03-24,E,84.8,85,100,86.36,90.32,65.56,,,,
9723,2023년 정기평가,2-46780-00066,다향시니어재가복지센터,04.방문요양,개인,전라남도,보성군,2023-08-14,D,63.5,57.5,77.78,59.09,62.9,69.44,,,,
9724,2023년 정기평가,3-46780-00064,드림노인복지센터,04.방문요양,개인,전라남도,보성군,2023-10-06,E,54.3,57.5,55.56,63.64,31.45,78.06,,,,
9725,2023년 정기평가,2-46780-00020,대건노인복지센터,05.방문목욕,개인,전라남도,보성군,2023-02-06,A,91,82.5,97.5,92.05,95.59,85.71,,,,
9726,2023년 정기평가,2-46780-00008,엘림노인복지센터,05.방문목욕,개인,전라남도,보성군,2023-05-22,A,90.35,95,95,86.36,93.38,79.29,,,,
9727,2023년 정기평가,3-46780-00038,보성은빛복지센터,05.방문목욕,개인,전라남도,보성군,2023-03-24,E,85.8,85,100,82.95,93.38,62.86,,,,
9728,2023년 정기평가,2-46780-00070,마르페재활주간보호센터,07.주야간보호,개인,전라남도,보성군,2023-08-14,D,63.36,40.79,61.36,70.83,64.84,85.73,,,,
9729,2023년 정기평가,3-46780-00038,보성은빛복지센터,07.주야간보호,개인,전라남도,보성군,2023-03-24,E,83.05,81.58,80.68,91.67,82.03,83.67,,,,
9730,2023년 정기평가,2-46780-00058,연산효복지센터,07.주야간보호,법인,전라남도,보성군,2023-04-19,B,87.8,90.79,88.64,91.67,83.59,88.67,,,,
9731,2023년 정기평가,3-46780-00018,우리노인복지센터,09.복지용구,개인,전라남도,보성군,2023-06-26,D,67.08,54.14,92,60.87,40,80.56,,,,
9732,2023년 정기평가,3-46780-00060,노인요양의료기,09.복지용구,개인,전라남도,보성군,2023-02-06,D,69.96,60.43,100,41.3,50,94.44,,,,
9733,2023년 정기평가,2-46790-00194,늘 참사랑재가복지센터,04.방문요양,개인,전라남도,화순군,2023-10-25,D,73.85,66.25,88.89,73.86,64.52,90.83,,,,
9734,2023년 정기평가,2-46790-00202,평화재가노인복지센터,04.방문요양,개인,전라남도,화순군,2023-08-01,A,91.8,95,88.89,95.45,89.52,89.17,,,,
9735,2023년 정기평가,3-46790-00158,한마음재가노인복지센터,04.방문요양,개인,전라남도,화순군,2023-03-17,C,78.5,85,100,79.55,68.55,76.39,,,,
9736,2023년 정기평가,2-46790-00162,효사랑복지센터,04.방문요양,개인,전라남도,화순군,2023-02-09,A,93.6,100,100,87.5,94.35,89.44,,,,
9737,2023년 정기평가,2-46790-00172,믿음소망사랑노인주간보호센터,04.방문요양,개인,전라남도,화순군,2023-07-06,D,74.8,72.5,100,64.77,66.94,90.56,,,,
9738,2023년 정기평가,3-46790-00070,고려종합노인복지센터,04.방문요양,개인,전라남도,화순군,2023-03-23,E,51,31.25,55.56,65.91,41.94,68.06,,,,
9739,2023년 정기평가,3-46790-00080,성경노인복지센터,04.방문요양,개인,전라남도,화순군,2023-02-02,B,80.05,82.5,88.89,86.36,72.58,78.06,,,,
9740,2023년 정기평가,2-46790-00065,화순삼성노인복지센터,04.방문요양,법인,전라남도,화순군,2023-02-14,A,90.75,95,100,88.64,84.68,94.44,,,,
9741,2023년 정기평가,2-46790-00164,화순햇살노인복지센터,04.방문요양,개인,전라남도,화순군,2023-05-26,A,95,92.5,100,100,95.16,88.89,,,,
9742,2023년 정기평가,2-46790-00198,백세누리 노인복지센터,04.방문요양,개인,전라남도,화순군,2023-10-25,E,60.1,37.5,100,59.09,56.45,72.78,,,,
9743,2023년 정기평가,2-46790-00202,평화재가노인복지센터,05.방문목욕,개인,전라남도,화순군,2023-08-01,A,90.05,92.5,90,95.45,90.44,77.14,,,,
9744,2023년 정기평가,3-46790-00158,한마음재가노인복지센터,05.방문목욕,개인,전라남도,화순군,2023-03-17,B,84.55,87.5,100,87.5,85.29,62.86,,,,
9745,2023년 정기평가,2-46790-00162,효사랑복지센터,05.방문목욕,개인,전라남도,화순군,2023-02-09,A,96.85,96.25,100,100,97.79,88.21,,,,
9746,2023년 정기평가,2-46790-00172,믿음소망사랑노인주간보호센터,07.주야간보호,개인,전라남도,화순군,2023-07-06,D,73.55,68.42,75,62.5,74.22,85.33,,,,
9747,2023년 정기평가,2-46790-00008,화순노인복지센터,07.주야간보호,법인,전라남도,화순군,2023-03-07,A,91.05,94.74,98.86,100,82.81,85.33,,,,
9748,2023년 정기평가,2-46790-00164,화순햇살노인복지센터,07.주야간보호,개인,전라남도,화순군,2023-05-26,B,86.8,84.21,98.86,75,83.59,88.67,,,,
9749,2023년 정기평가,3-46790-00170,강산의료기,09.복지용구,개인,전라남도,화순군,2023-10-25,D,67,75,88,52.17,40,80.56,,,,
9750,2023년 정기평가,3-46820-00110,(孝)효재가복지센터,04.방문요양,개인,전라남도,해남군,2023-05-03,A,97.1,95,100,100,95.16,97.78,,,,
9751,2023년 정기평가,2-46820-00116,북평농협재가노인복지시설,04.방문요양,법인,전라남도,해남군,2023-05-24,C,73.55,67.5,77.78,82.95,59.68,90.56,,,,
9752,2023년 정기평가,3-46820-00126,함께해요 사회적협동조합,04.방문요양,법인,전라남도,해남군,2023-08-10,B,82.85,95,100,79.55,79.03,71.39,,,,
9753,2023년 정기평가,2-46820-00140,정다운재가복지센터,04.방문요양,개인,전라남도,해남군,2023-08-10,B,82.3,87.5,100,73.86,78.23,85,,,,
9754,2023년 정기평가,3-46820-00094,사랑재가장기요양기관,04.방문요양,개인,전라남도,해남군,2023-04-28,E,81.5,85,100,81.82,80.65,69.44,,,,
9755,2023년 정기평가,2-46820-00078,평화의 집 재가노인복지센터,04.방문요양,법인,전라남도,해남군,2023-02-17,A,96.35,92.5,100,100,97.58,92.22,,,,
9756,2023년 정기평가,2-46820-00138,실로암노인복지센터,04.방문요양,개인,전라남도,해남군,2023-08-24,B,82.85,85,88.89,78.41,78.23,90.83,,,,
9757,2023년 정기평가,3-46820-00118,해밀 재가장기요양센터,04.방문요양,개인,전라남도,해남군,2023-02-17,D,69,57.5,77.78,70.45,71.77,70.83,,,,
9758,2023년 정기평가,2-46820-00134,가가호호재가복지센터,04.방문요양,개인,전라남도,해남군,2023-08-10,B,81.05,77.5,100,77.27,79.84,82.22,,,,
9759,2023년 정기평가,3-46820-00092,나눔재가복지센터,04.방문요양,개인,전라남도,해남군,2023-03-29,B,89.1,96.25,100,86.36,92.74,72.78,,,,
9760,2023년 정기평가,3-46820-00054,소망장기요양센터,04.방문요양,개인,전라남도,해남군,2023-04-21,A,92.55,95,100,95.45,94.35,79.44,,,,
9761,2023년 정기평가,3-46820-00012,성도재가복지센터,04.방문요양,개인,전라남도,해남군,2023-03-03,B,80.55,93.75,100,82.95,66.94,76.67,,,,
9762,2023년 정기평가,3-46820-00086,북일재가장기요양센터,04.방문요양,개인,전라남도,해남군,2023-05-23,B,87.55,100,100,79.55,87.9,76.67,,,,
9763,2023년 정기평가,2-46820-00142,삼성요양그룹 돌봄센터,04.방문요양,법인,전라남도,해남군,2023-08-10,B,85.8,87.5,100,90.91,86.29,69.72,,,,
9764,2023년 정기평가,2-46820-00136,함께하는재가복지센터,04.방문요양,개인,전라남도,해남군,2023-08-28,C,71.05,73.75,66.67,63.64,67.74,85,,,,
9765,2023년 정기평가,3-46820-00016,임하재가복지센터,04.방문요양,개인,전라남도,해남군,2023-04-21,B,87.7,90,100,95.45,82.26,78.89,,,,
9766,2023년 정기평가,3-46820-00072,계곡농협재가노인복지센터,04.방문요양,법인,전라남도,해남군,2023-05-17,A,98.55,100,100,100,96.77,97.5,,,,
9767,2023년 정기평가,3-46820-00110,(孝)효재가복지센터,05.방문목욕,개인,전라남도,해남군,2023-05-03,A,93.85,82.5,100,100,93.38,97.14,,,,
9768,2023년 정기평가,3-46820-00126,함께해요 사회적협동조합,05.방문목욕,법인,전라남도,해남군,2023-08-10,B,80.6,86.25,100,81.82,77.21,65,,,,
9769,2023년 정기평가,3-46820-00054,소망장기요양센터,05.방문목욕,개인,전라남도,해남군,2023-04-21,A,94.85,100,100,95.45,91.91,90,,,,
9770,2023년 정기평가,2-46820-00142,삼성요양그룹 돌봄센터,05.방문목욕,법인,전라남도,해남군,2023-08-10,C,77.52,73.6,90,72.73,75,87.86,,,,
9771,2023년 정기평가,2-46820-00010,새날을 여는집,07.주야간보호,법인,전라남도,해남군,2023-02-17,A,95.6,93.42,100,100,97.66,84,,,,
9772,2023년 정기평가,2-46820-00138,실로암노인복지센터,07.주야간보호,개인,전라남도,해남군,2023-08-24,B,83.6,81.58,94.32,66.67,77.34,97.33,,,,
9773,2023년 정기평가,3-46820-00130,이원 건강의료기 해남점,09.복지용구,개인,전라남도,해남군,2023-08-28,E,50.08,29.14,80,43.48,0,88.89,,,,
9774,2023년 정기평가,3-46820-00102,우리의료기,09.복지용구,개인,전라남도,해남군,2023-05-03,B,86.33,91.64,100,76.09,70,94.44,,,,
9775,2023년 정기평가,3-46820-00112,대창의료기,09.복지용구,개인,전라남도,해남군,2023-03-22,E,73,75,100,63.04,35,88.89,,,,
9776,2023년 정기평가,2-46900-00001,진도카리타스노인복지센터,04.방문요양,법인,전라남도,진도군,2023-05-17,B,85.3,83.75,88.89,86.36,86.29,82.22,,,,
9777,2023년 정기평가,2-46900-00040,진도사랑노인복지센터,04.방문요양,개인,전라남도,진도군,2023-05-24,A,93.3,100,100,92.05,92.74,85,,,,
9778,2023년 정기평가,2-46900-00052,신진노인복지센터,04.방문요양,법인,전라남도,진도군,2023-03-06,D,74.35,76.25,100,79.55,64.52,70,,,,
9779,2023년 정기평가,3-46900-00044,지산재가복지센터,04.방문요양,개인,전라남도,진도군,2023-05-17,B,86.55,100,100,88.64,84.68,65.56,,,,
9780,2023년 정기평가,3-46900-00046,행복재가노인복지센터,04.방문요양,개인,전라남도,진도군,2023-03-03,B,81.8,67.5,88.89,86.36,81.45,89.17,,,,
9781,2023년 정기평가,2-46900-00001,진도카리타스노인복지센터,05.방문목욕,법인,전라남도,진도군,2023-05-17,B,86.8,88.75,100,79.55,90.44,77.14,,,,
9782,2023년 정기평가,2-46900-00040,진도사랑노인복지센터,05.방문목욕,개인,전라남도,진도군,2023-05-24,A,92.8,97.5,100,85.23,94.85,87.86,,,,
9783,2023년 정기평가,2-46900-00052,신진노인복지센터,05.방문목욕,법인,전라남도,진도군,2023-03-06,C,87.35,80,100,79.55,91.91,90,,,,
9784,2023년 정기평가,3-46900-00044,지산재가복지센터,05.방문목욕,개인,전라남도,진도군,2023-05-17,B,89.55,100,100,75,93.38,80.71,,,,
9785,2023년 정기평가,3-46900-00046,행복재가노인복지센터,05.방문목욕,개인,전라남도,진도군,2023-03-03,C,79.05,70,90,86.36,84.56,59.29,,,,
9786,2023년 정기평가,2-46900-00052,신진노인복지센터,07.주야간보호,법인,전라남도,진도군,2023-03-06,C,83.1,68.42,97.73,70.83,81.25,94,,,,
9787,2023년 정기평가,2-46900-00053,상락원사회적협동조합노인복지센터,07.주야간보호,법인,전라남도,진도군,2023-07-11,E,78.3,82.89,87.5,54.17,71.88,92,,,,
9788,2023년 정기평가,3-46900-00038,이원의료기,09.복지용구,개인,전라남도,진도군,2023-05-17,B,80.5,64.29,100,76.09,60,94.44,,,,
9789,2023년 정기평가,3-46800-00046,효도사랑재가복지센터,04.방문요양,개인,전라남도,장흥군,2023-03-22,C,81,82.5,88.89,86.36,69.35,88.89,,,,
9790,2023년 정기평가,3-46800-00066,나누리재가복지센터,04.방문요양,개인,전라남도,장흥군,2023-08-17,B,86.8,76.25,100,90.91,84.68,90.56,,,,
9791,2023년 정기평가,3-46800-00058,아가페재가복지센터,04.방문요양,개인,전라남도,장흥군,2023-02-03,D,81.1,48.75,100,90.91,94.35,72.78,,,,
9792,2023년 정기평가,3-46800-00052,어버이사랑요양재가복지센터,04.방문요양,개인,전라남도,장흥군,2023-03-10,E,58,60,66.67,79.55,40.32,55.56,,,,
9793,2023년 정기평가,3-46800-00012,장흥군노인요양센터,04.방문요양,지방자치단체,전라남도,장흥군,2023-05-23,A,95.55,100,100,95.45,92.74,93.33,,,,
9794,2023년 정기평가,3-46800-00014,정남진노인복지센터,04.방문요양,개인,전라남도,장흥군,2023-02-10,D,88,93.75,100,86.36,92.74,69.44,,,,
9795,2023년 정기평가,3-46800-00010,참사랑장기요양센터,04.방문요양,개인,전라남도,장흥군,2023-05-03,A,95.05,100,100,90.91,94.35,93.33,,,,
9796,2023년 정기평가,3-46800-00034,천관재가노인복지센터,04.방문요양,개인,전라남도,장흥군,2023-03-22,B,85.3,90,88.89,86.36,77.42,90.56,,,,
9797,2023년 정기평가,2-46800-00078,나눔사회서비스협동조합재가복지센터,04.방문요양,법인,전라남도,장흥군,2023-08-24,C,75.35,75,88.89,77.27,69.35,76.94,,,,
9798,2023년 정기평가,2-46800-00074,감나무협동조합재가복지센터,04.방문요양,법인,전라남도,장흥군,2023-10-17,B,84.1,86.25,100,90.91,73.39,83.89,,,,
9799,2023년 정기평가,3-46800-00068,온누리재가복지센터,04.방문요양,개인,전라남도,장흥군,2023-08-17,B,87.55,88.75,88.89,78.41,92.74,87.78,,,,
9800,2023년 정기평가,3-46800-00056,우리요양재가센터,04.방문요양,개인,전라남도,장흥군,2023-05-03,A,92.05,96.25,100,95.45,96.77,71.11,,,,
9801,2023년 정기평가,3-46800-00066,나누리재가복지센터,05.방문목욕,개인,전라남도,장흥군,2023-08-17,B,86.8,70,97.5,86.36,93.38,87.86,,,,
9802,2023년 정기평가,3-46800-00058,아가페재가복지센터,05.방문목욕,개인,전라남도,장흥군,2023-02-03,C,78.1,57.5,95,71.59,97.79,57.86,,,,
9803,2023년 정기평가,3-46800-00064,늘푸른재가복지센터,06.방문간호,개인,전라남도,장흥군,2023-02-03,C,71,55.56,96.15,59.09,85.48,56.25,,,,
9804,2023년 정기평가,3-46800-00038,은혜노인복지센터,07.주야간보호,개인,전라남도,장흥군,2023-03-03,B,93.1,96.05,100,100,88.28,84,,,,
9805,2023년 정기평가,2-46800-00076,장흥재활주간보호센터,07.주야간보호,개인,전라남도,장흥군,2023-08-24,B,89.3,82.89,95.45,87.5,86.72,95.33,,,,
9806,2023년 정기평가,3-46800-00044,베스트의료기,09.복지용구,개인,전라남도,장흥군,2023-03-10,B,84.83,91.64,96,82.61,60,94.44,,,,
9807,2023년 정기평가,3-46830-00022,효사랑센터,04.방문요양,개인,전라남도,영암군,2023-02-03,D,67,85,77.78,63.64,50.81,73.61,,,,
9808,2023년 정기평가,3-46830-00014,한마음 재가복지센터,04.방문요양,개인,전라남도,영암군,2023-05-03,D,74.3,73.75,88.89,73.86,72.58,71.11,,,,
9809,2023년 정기평가,3-46830-00020,신북효사랑복지센터,04.방문요양,개인,전라남도,영암군,2023-05-24,E,63.75,67.5,94.44,73.86,53.23,50,,,,
9810,2023년 정기평가,3-46830-00074,포근한재가노인복지센터,04.방문요양,개인,전라남도,영암군,2023-05-03,B,81,85,77.78,90.91,70.97,83.33,,,,
9811,2023년 정기평가,3-46830-00054,영암효장기요양센터,04.방문요양,개인,전라남도,영암군,2023-04-21,B,85.3,87.5,100,86.36,79.03,85,,,,
9812,2023년 정기평가,3-46830-00078,군서재가장기요양센터,04.방문요양,개인,전라남도,영암군,2023-05-03,C,78.3,72.5,88.89,65.91,80.65,90.56,,,,
9813,2023년 정기평가,3-46830-00010,도르가,04.방문요양,개인,전라남도,영암군,2023-04-21,E,60.8,66.25,88.89,65.91,39.52,71.11,,,,
9814,2023년 정기평가,3-46830-00082,에덴재가노인복지센터,04.방문요양,개인,전라남도,영암군,2023-04-28,B,80.1,81.25,100,79.55,75,78.33,,,,
9815,2023년 정기평가,2-46830-00098,사랑나눔재가복지센터,04.방문요양,기타,전라남도,영암군,2023-09-05,B,81.98,63.9,100,84.09,82.26,90,,,,
9816,2023년 정기평가,2-46830-00100,힐링재가노인복지센터,04.방문요양,법인,전라남도,영암군,2023-10-05,A,94,90,94.44,100,95.16,88.89,,,,
9817,2023년 정기평가,3-46830-00076,전남노인복지센터,04.방문요양,개인,전라남도,영암군,2023-02-03,E,55.75,42.5,55.56,60.23,46.77,80.56,,,,
9818,2023년 정기평가,2-46830-00006,우리마을노인복지센터,04.방문요양,법인,전라남도,영암군,2023-02-21,A,94.3,100,100,87.5,97.58,87.78,,,,
9819,2023년 정기평가,3-46830-00086,금정우리들방문요양센터,04.방문요양,개인,전라남도,영암군,2023-08-17,B,83.85,83.75,88.89,86.36,72.58,97.78,,,,
9820,2023년 정기평가,3-46830-00014,한마음 재가복지센터,05.방문목욕,개인,전라남도,영암군,2023-05-03,C,80.05,71.25,77.5,77.27,91.91,70,,,,
9821,2023년 정기평가,3-46830-00054,영암효장기요양센터,05.방문목욕,개인,전라남도,영암군,2023-04-21,A,92.6,95,100,95.45,91.18,82.86,,,,
9822,2023년 정기평가,2-46830-00100,힐링재가노인복지센터,05.방문목욕,법인,전라남도,영암군,2023-10-05,B,85.8,87.5,95,86.36,91.18,62.86,,,,
9823,2023년 정기평가,3-46830-00050,소망장기요양센터,05.방문목욕,개인,전라남도,영암군,2023-04-21,A,93.25,97.5,100,95.45,90.44,85.71,,,,
9824,2023년 정기평가,3-46830-00076,전남노인복지센터,05.방문목욕,개인,전라남도,영암군,2023-02-03,E,48.5,60,60,50,33.82,57.14,,,,
9825,2023년 정기평가,2-46830-00006,우리마을노인복지센터,05.방문목욕,법인,전라남도,영암군,2023-02-21,A,96.55,100,100,90.91,97.79,95,,,,
9826,2023년 정기평가,3-46830-00020,신북효사랑복지센터,07.주야간보호,개인,전라남도,영암군,2023-05-24,D,76,75,90.91,83.33,58.59,86.67,,,,
9827,2023년 정기평가,2-46830-00004,정우재가노인복지센터,07.주야간보호,법인,전라남도,영암군,2023-05-10,B,80.8,77.63,93.18,87.5,66.41,92,,,,
9828,2023년 정기평가,3-46830-00070,영암노인참사랑요양원,07.주야간보호,개인,전라남도,영암군,2023-03-29,B,88.75,82.89,98.86,100,83.59,83.33,,,,
9829,2023년 정기평가,3-46830-00010,도르가,07.주야간보호,개인,전라남도,영암군,2023-04-21,E,64.75,78.95,93.18,75,39.84,50,,,,
9830,2023년 정기평가,3-46830-00058,이원건강의료기 영암점,09.복지용구,개인,전라남도,영암군,2023-05-03,E,52.33,41.64,80,34.78,20,80.56,,,,
9831,2023년 정기평가,2-46860-00001,함평원광노인복지센터,04.방문요양,법인,전라남도,함평군,2023-02-16,E,54.75,55,33.33,64.77,46.77,66.67,,,,
9832,2023년 정기평가,3-46860-00068,이루라재가노인복지센터,04.방문요양,개인,전라남도,함평군,2023-03-22,B,82.55,85,100,81.82,83.06,71.11,,,,
9833,2023년 정기평가,3-46860-00074,드림재가노인복지센터,04.방문요양,개인,전라남도,함평군,2023-03-29,E,78.6,95,77.78,77.27,70.16,76.94,,,,
9834,2023년 정기평가,2-46860-00088,희망재가노인복지센터,04.방문요양,개인,전라남도,함평군,2023-08-25,B,81.55,90,77.78,77.27,78.23,85,,,,
9835,2023년 정기평가,2-46860-00092,행복재가복지센터,04.방문요양,개인,전라남도,함평군,2023-07-12,D,65.55,63.75,94.44,72.73,51.61,68.33,,,,
9836,2023년 정기평가,3-46860-00070,함평재가장기요양기관,04.방문요양,개인,전라남도,함평군,2023-03-22,B,88.25,91.25,100,86.36,86.29,84.72,,,,
9837,2023년 정기평가,3-46860-00054,한아름재가복지센터,04.방문요양,개인,전라남도,함평군,2023-09-20,D,65.85,50,77.78,70.45,60.48,81.11,,,,
9838,2023년 정기평가,3-46860-00084,신광사랑재가복지센터,04.방문요양,개인,전라남도,함평군,2023-08-25,C,75.55,81.25,88.89,67.05,70.16,82.22,,,,
9839,2023년 정기평가,2-46860-00090,함평천지노인복지센터,04.방문요양,개인,전라남도,함평군,2023-07-12,B,80.05,90,83.33,77.27,77.42,75.28,,,,
9840,2023년 정기평가,2-46860-00088,희망재가노인복지센터,05.방문목욕,개인,전라남도,함평군,2023-08-25,B,83.05,83.75,87.5,72.73,93.38,70,,,,
9841,2023년 정기평가,3-46860-00070,함평재가장기요양기관,05.방문목욕,개인,전라남도,함평군,2023-03-22,A,91.55,85,100,81.82,97.79,95,,,,
9842,2023년 정기평가,3-46870-00036,영광행복의집재가노인복지센터,04.방문요양,기타,전라남도,영광군,2023-03-22,B,82.3,85,100,95.45,72.58,71.11,,,,
9843,2023년 정기평가,2-46870-00048,굿모닝노인복지센터,04.방문요양,개인,전라남도,영광군,2023-09-20,B,89.35,93.75,100,93.18,79.03,92.22,,,,
9844,2023년 정기평가,2-46870-00056,더불어 노인복지센터,04.방문요양,개인,전라남도,영광군,2023-10-23,C,78.8,85,100,75,67.74,85,,,,
9845,2023년 정기평가,2-46870-00060,은혜노인복지센터,04.방문요양,개인,전라남도,영광군,2023-10-23,B,80.66,77.8,100,71.59,73.39,97.78,,,,
9846,2023년 정기평가,2-46870-00012,영광원광노인복지센터(재가),04.방문요양,법인,전라남도,영광군,2023-02-16,C,74.05,80,88.89,63.64,67.74,83.61,,,,
9847,2023년 정기평가,2-46870-00003,영광노인복지센터,04.방문요양,법인,전라남도,영광군,2023-02-10,A,90.5,95,100,100,80.65,86.11,,,,
9848,2023년 정기평가,2-46870-00014,사회복지법인 난원 홍농노인복지센터,04.방문요양,법인,전라남도,영광군,2023-02-10,A,93.6,90,94.44,96.59,97.58,86.67,,,,
9849,2023년 정기평가,2-46870-00003,영광노인복지센터,05.방문목욕,법인,전라남도,영광군,2023-02-10,B,86.5,100,90,64.77,90.44,89.29,,,,
9850,2023년 정기평가,2-46870-00012,영광원광노인복지센터(재가),07.주야간보호,법인,전라남도,영광군,2023-02-16,B,85.3,93.42,94.32,91.67,68.75,92,,,,
9851,2023년 정기평가,3-46870-00040,성심원노인복지센터,07.주야간보호,개인,전라남도,영광군,2023-06-01,A,93.55,86.84,98.86,100,95.31,85.33,,,,
9852,2023년 정기평가,2-46870-00003,영광노인복지센터,07.주야간보호,법인,전라남도,영광군,2023-02-10,B,88.5,94.74,95.45,100,85.94,66.67,,,,
9853,2023년 정기평가,2-46870-00014,사회복지법인 난원 홍농노인복지센터,07.주야간보호,법인,전라남도,영광군,2023-02-10,A,93.85,90.79,90.91,100,94.53,95.67,,,,
9854,2023년 정기평가,2-46870-00034,여민동락노인복지센터,07.주야간보호,개인,전라남도,영광군,2023-03-03,B,88.85,80.26,95.45,83.33,92.19,87.33,,,,
9855,2023년 정기평가,3-46870-00006,대성종합상사(영광복지용구사업소),09.복지용구,개인,전라남도,영광군,2023-03-22,C,79,71.43,92,82.61,55,88.89,,,,
9856,2023년 정기평가,3-46710-00039,로뎀재가복지센터,04.방문요양,개인,전라남도,담양군,2023-04-26,B,84.3,83.75,88.89,95.45,71.77,90.56,,,,
9857,2023년 정기평가,3-46710-00066,소망재가복지센터,04.방문요양,개인,전라남도,담양군,2023-03-14,A,95.7,100,94.44,95.45,100,84.44,,,,
